review_id,path,category,text_type,text_language,suggested_action,status,note
30,icons/elements/icon_element_holy.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
31,icons/elements/icon_element_lightning.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
32,icons/elements/icon_element_poison.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
33,icons/elements/icon_element_shadow.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
34,icons/items/icon_item_advancedkey.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
35,icons/items/icon_item_bighealingpotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
36,icons/items/icon_item_flamebomb.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
37,icons/items/icon_item_furypotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
38,icons/items/icon_item_healingpotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
39,icons/items/icon_item_icebomb.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
40,icons/items/icon_item_ironpotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
41,icons/items/icon_item_key.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
42,icons/items/icon_item_mapscroll.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
43,icons/items/icon_item_purifypotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
44,icons/items/icon_item_rerollscroll.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
45,icons/items/icon_item_revivecoin.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
46,icons/items/icon_item_scrollfire.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
47,icons/items/icon_item_scrollholy.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
48,icons/items/icon_item_scrollice.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
49,icons/items/icon_item_scrollpoison.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
50,icons/items/icon_item_scrollshadow.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
51,icons/items/icon_item_scrollthunder.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
52,icons/items/icon_item_speedpotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
53,icons/items/item_healthPotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
54,icons/items/item_key.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
55,icons/items/item_largeHealthPotion.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
56,icons/items/item_map.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
57,icons/relics/icon_relic_blinkstone.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
58,icons/relics/icon_relic_decoyscroll.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
59,icons/relics/icon_relic_echoorb.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
60,icons/relics/icon_relic_flamering.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
61,icons/relics/icon_relic_frenzyaxe.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
62,icons/relics/icon_relic_frostamulet.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
63,icons/relics/icon_relic_gravitystone.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
64,icons/relics/icon_relic_immortalstone.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
65,icons/relics/icon_relic_ironarmor.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
66,icons/relics/icon_relic_lifelink.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
67,icons/relics/icon_relic_luckycoin.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
68,icons/relics/icon_relic_shadowcloak.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
69,icons/relics/icon_relic_shadowdagger.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
70,icons/relics/icon_relic_speedgauntlet.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
71,icons/relics/icon_relic_thornarmor.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
72,icons/relics/icon_relic_timehourglass.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
73,icons/sets/icon_set_frostbite.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
74,icons/sets/icon_set_fury.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
75,icons/sets/icon_set_ironwall.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
76,icons/sets/icon_set_radiance.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
77,icons/sets/icon_set_shadow.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
78,icons/sets/icon_set_tempest.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
79,icons/skills/icon_skill_dash.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
80,icons/skills/icon_skill_elementburst.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
81,icons/skills/icon_skill_healwave.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
82,icons/skills/icon_skill_shield.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
83,icons/skills/icon_skill_slowfield.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
84,icons/skills/icon_skill_snapshot.png,icons,unknown,unknown,review,pending,需人工确认是否有文字
85,ui/death/btn_revive_active.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
86,ui/death/btn_revive_default.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
87,ui/death/btn_settle_active.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
88,ui/death/btn_settle_default.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
89,ui/death/death_bg.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
90,ui/death/icon_soulstone.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
91,ui/death/result_panel.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
92,ui/hud/hud_cdmask.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
93,ui/hud/hud_hpbar_bg.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
94,ui/hud/hud_hpbar_fill.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
95,ui/hud/hud_hpbar_frame.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
96,ui/hud/hud_rollbtn.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
97,ui/hud/hud_skillslot.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
98,ui/hud/joystick_base.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
99,ui/hud/joystick_dot.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
100,ui/main/main_bg.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
101,ui/main/main_titledeco.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
102,ui/map/icon_room_boss.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
103,ui/map/icon_room_combat.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
104,ui/map/icon_room_event.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
105,ui/map/icon_room_healing.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
106,ui/map/icon_room_shop.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
107,ui/map/icon_room_treasure.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
108,ui/map/icon_room_upgrade.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
109,ui/map/map_line.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
110,ui/map/map_node_current.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
111,ui/map/map_node_unknown.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
112,ui/map/map_node_visited.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
113,ui/shop/icon_coin.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
114,ui/shop/shop_bg.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
115,ui/shop/shop_slot.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
116,ui/splash/splash_bg.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
117,ui/splash/splash_logo.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
118,ui/upgrade/card_frame_common.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
119,ui/upgrade/card_frame_epic.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
120,ui/upgrade/card_frame_rare.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
121,ui/upgrade/icon_ability_bullettime.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
122,ui/upgrade/icon_ability_doublestrike.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
123,ui/upgrade/icon_ability_elementresonance.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
124,ui/upgrade/icon_ability_firewalker.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
125,ui/upgrade/icon_ability_frostbite.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
126,ui/upgrade/icon_ability_holyshield.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
127,ui/upgrade/icon_ability_lifestealaura.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
128,ui/upgrade/icon_ability_phasewalk.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
129,ui/upgrade/icon_ability_ricochet.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
130,ui/upgrade/icon_ability_shieldreflect.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
131,ui/upgrade/icon_ability_sprint.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
132,ui/upgrade/icon_ability_warcry.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
133,ui/upgrade/icon_relic_blinkstone.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
134,ui/upgrade/icon_relic_decoyscroll.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
135,ui/upgrade/icon_relic_echoorb.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
136,ui/upgrade/icon_relic_flamering.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
137,ui/upgrade/icon_relic_frenzyaxe.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
138,ui/upgrade/icon_relic_frostamulet.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
139,ui/upgrade/icon_relic_gravitystone.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
140,ui/upgrade/icon_relic_immortalstone.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
141,ui/upgrade/icon_relic_ironarmor.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
142,ui/upgrade/icon_relic_lifelink.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
143,ui/upgrade/icon_relic_luckycoin.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
144,ui/upgrade/icon_relic_shadowcloak.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
145,ui/upgrade/icon_relic_shadowdagger.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
146,ui/upgrade/icon_relic_speedgauntlet.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
147,ui/upgrade/icon_relic_thornarmor.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
148,ui/upgrade/icon_relic_timehourglass.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
149,ui/upgrade/icon_upgrade_agileboots.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
150,ui/upgrade/icon_upgrade_berserkerpact.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
151,ui/upgrade/icon_upgrade_greedring.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
152,ui/upgrade/icon_upgrade_ironwall.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
153,ui/upgrade/icon_upgrade_lifecharm.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
154,ui/upgrade/icon_upgrade_longarm.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
155,ui/upgrade/icon_upgrade_windstep.png,ui,unknown,unknown,review,pending,需人工确认是否有文字
