path,decision,risk_reasons
tiles/catacombs/tile_catacombs_thorn.png,manual_review,manual_review_spike_keyword
tiles/forest/tile_forest_thorn.png,manual_review,manual_review_spike_keyword
tiles/swamp/tile_swamp_thorn.png,manual_review,manual_review_spike_keyword
tiles/tundra/tile_tundra_thorn.png,manual_review,manual_review_spike_keyword
tiles/volcano/tile_volcano_thorn.png,manual_review,manual_review_spike_keyword
ui/common/btn_active.png,reject_rework_required,known unsafe: fake text or skull-like decoration in generated button
ui/common/btn_default.png,reject_rework_required,known unsafe: fake text or skull-like decoration in generated button
ui/common/btn_hover.png,reject_rework_required,known unsafe: fake text or skull-like decoration in generated button
ui/death/btn_revive_active.png,reject_rework_required,known unsafe death-ui batch: fake text or horror visual risk; manual_review_death_theme
ui/death/btn_revive_default.png,reject_rework_required,known unsafe death-ui batch: fake text or horror visual risk; manual_review_death_theme
ui/death/btn_settle_active.png,reject_rework_required,known unsafe death-ui batch: fake text or horror visual risk; manual_review_death_theme; red_visual_heuristic_dark:11.1%
ui/death/btn_settle_default.png,reject_rework_required,known unsafe death-ui batch: fake text or horror visual risk; manual_review_death_theme
ui/death/death_bg.png,reject_rework_required,known unsafe: skulls/blood/organs/bones in generated result background; manual_review_death_theme
ui/death/icon_soulstone.png,reject_rework_required,known unsafe death-ui batch: must recheck as family-friendly crystal; manual_review_death_theme
ui/death/result_panel.png,reject_rework_required,known unsafe death-ui batch: must recheck as family-friendly result panel; manual_review_death_theme
ui/hud/hud_cdmask.png,reject_rework_required,known unsafe: generated image contains English/fake UI text
ui/hud/hud_rollbtn.png,reject_rework_required,known unsafe: generated image contains English/fake UI text
ui/hud/hud_skillslot.png,reject_rework_required,known unsafe: generated image contains English/fake UI text
ui/map/icon_room_boss.png,reject_rework_required,known unsafe: skull-like icon generated for boss room marker
ui/map/icon_room_treasure.png,manual_review,red_visual_heuristic_dark:10.2%
ui/splash/splash_bg.png,reject_rework_required,known unsafe: generated image contains English/fake UI text
ui/upgrade/icon_ability_firewalker.png,manual_review,red_visual_heuristic_dark:10.9%
ui/upgrade/icon_ability_lifestealaura.png,reject_rework_required,known unsafe: pierced realistic heart/blood/fake text in generated icon; manual_review_lifesteal_theme
ui/upgrade/icon_ability_warcry.png,manual_review,red_visual_heuristic_dark:20.7%
ui/upgrade/icon_relic_frenzyaxe.png,manual_review,manual_review_blade_keyword
ui/upgrade/icon_relic_lifelink.png,manual_review,red_visual_heuristic_dark:13.0%
ui/upgrade/icon_relic_shadowdagger.png,manual_review,manual_review_blade_keyword
ui/upgrade/icon_relic_thornarmor.png,manual_review,manual_review_spike_keyword
ui/upgrade/icon_upgrade_berserkerpact.png,reject_rework_required,known unsafe: skull/blood/fake text in generated icon; manual_review_berserker_theme; red_visual_heuristic_dark:30.5%
