path,category,action,grade,width,height,target_w,target_h,frame_w,frame_h,target_size_kb,bundle,atlas_group,state,reason
icons/relics/icon_relic_speedgauntlet.png,icons,merge_atlas,A,64,64,128,128,64,64,8,bundle_ui,atlas_icons_common,same_as_old_backup,old_resource_copied_or_not_replaced
icons/relics/icon_relic_thornarmor.png,icons,merge_atlas,A,64,64,128,128,64,64,8,bundle_ui,atlas_icons_common,same_as_old_backup,old_resource_copied_or_not_replaced
icons/relics/icon_relic_timehourglass.png,icons,merge_atlas,A,64,64,128,128,64,64,8,bundle_ui,atlas_icons_common,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/abyss/monster_abyss_abyssarcher_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_abyss,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/abyss/monster_abyss_shadowdemon_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_abyss,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/abyss/monster_abyss_shadowgolem_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_abyss,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/abyss/monster_abyss_voidrift_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_abyss,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/abyss/monster_abyss_voidwraith_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_abyss,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_batswarm_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_deathknight_idle.png,monsters,defer,A,64,64,64,64,64,64,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_ghost_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_ghoul_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_skeletonarcher_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/catacombs/monster_catacombs_skeleton_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_catacombs,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/forest/monster_forest_boar_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_forest,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/forest/monster_forest_elfarcher_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_forest,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/forest/monster_forest_mushroom_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_forest,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/forest/monster_forest_slime_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_forest,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/forest/monster_forest_treant_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_forest,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/swamp/monster_swamp_rottreant_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_swamp,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/swamp/monster_swamp_slimepoison_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_swamp,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/swamp/monster_swamp_swampspider_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_swamp,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/swamp/monster_swamp_viper_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_swamp,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/tundra/monster_tundra_frostmage_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_tundra,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/tundra/monster_tundra_iceskeleton_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_tundra,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/tundra/monster_tundra_penguinsoldier_idle.png,monsters,defer,A,64,64,64,64,64,64,8,bundle_zone_tundra,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/tundra/monster_tundra_snowman_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_tundra,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/tundra/monster_tundra_snowwolf_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_tundra,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/volcano/monster_volcano_ashwraith_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/volcano/monster_volcano_demon_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/volcano/monster_volcano_fireelemental_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/volcano/monster_volcano_lavaspider_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
monsters/volcano/monster_volcano_suicidegolem_idle.png,monsters,defer,A,48,48,48,48,48,48,8,bundle_zone_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
